Data_Publicacao,Manchete,Score_IA,Classificacao
2024-08-28 07:00:00,AI's race for US energy butts up against bitcoin mining - Reuters,0.0,Neutro
2024-08-28 07:00:00,Bitcoin's price trend before and after previous U.S. elections consistent: analysts - The Block,0.0417,Neutro
2024-08-28 07:00:00,"Bitcoin slips under $60,000 again as crypto market faces broad pressure - The Block",0.0625,Neutro
2024-09-01 07:00:00,Bitcoin ATM scams are soaring — and older adults are increasingly the victims - CNBC,0.1667,Positivo (Comprar)
2024-09-02 07:00:00,Five drivers of record gold prices — and what it means for Bitcoin - dlnews.com,0.0,Neutro
2024-09-02 07:00:00,CNBC Daily Open: Bitcoin isn’t really a currency (yet) - CNBC,0.0667,Neutro
2024-09-02 07:00:00,Cryptoverse: Bitcoin ETFs take $50 billion baby steps toward big time - Reuters,0.0,Neutro
2024-09-02 16:48:45,Morgan Stanley to offer Bitcoin funds to ultra-rich clients - InvestmentNews,0.0,Neutro
2024-09-03 07:00:00,Bitcoin Miners' AI Arbitrage Play to Boost Revenue - VanEck,0.0,Neutro
2024-09-03 07:00:00,Bitcoin ATMs: A payment portal for scammers - Federal Trade Commission (.gov),0.0,Neutro
2024-09-03 07:00:00,"Bitcoin ATM fraud is soaring, FTC warns. Here's how the scams work. - CBS News",0.0,Neutro
2024-09-03 07:00:00,Scammers use Bitcoin ATMs to steal your money | Consumer Advice - Consumer Advice | Federal Trade Commission (.gov),0.0,Neutro
2024-09-03 07:00:00,"Bitcoin Could Drop 20% After Fed Rate Cuts in Bearish Case, but Weak September Presents Buying Opportunity: Analysts - Yahoo Finance",-0.375,Negativo (Vender)
2024-09-04 07:00:00,How Bitcoin ETFs are Performing So Far - Kiplinger,0.1,Neutro
2024-09-04 07:00:00,"Bitcoin ATMs, a Convenience Store Staple, Are Ripe for Scams - PaymentsJournal",0.0,Neutro
2024-09-04 07:00:00,What Friday’s jobs report could mean for bitcoin’s next move - MarketWatch,-0.1562,Negativo (Vender)
2024-09-04 07:00:00,Inside the Rise of Bitcoin-Powered Pools and Bathhouses - Time Magazine,0.0,Neutro
2024-09-05 07:00:00,Core Scientific Announces August 2024 Production and Operations Updates - Core Scientific,0.0,Neutro
2024-09-05 07:00:00,Venezuelan Opposition Leader María Corina Machado Calls Bitcoin a “Lifeline” in Exclusive Interview - Bitcoin Magazine,0.0,Neutro
2024-09-05 07:00:00,"Bitcoin Slips Back Below $57,000 as Short-Term Holders Threaten Volatility - Decrypt",0.0,Neutro
2024-09-06 07:00:00,"PayPal: It looks like you bought Bitcoin, but you didn't. Really. - wfmynews2.com",0.2,Positivo (Comprar)
2024-09-08 07:00:00,Suze Orman says 'everyone should absolutely' own bitcoin—here's why - CNBC,0.6,Positivo (Comprar)
2024-09-08 07:00:00,The bitcoin ATM has emerged as one of cryptocurrency's biggest threats - CNBC,0.0,Neutro
2024-09-08 07:00:00,Where Will Bitcoin Be in 10 Years? - The Motley Fool,0.6,Positivo (Comprar)
2024-09-08 07:00:00,Inside the Texas bitcoin mine reportedly making residents sick - NBC News,-0.7143,Negativo (Vender)
2024-09-09 02:02:36,Convert Bitcoin USD (BTCFi) BTCUSD to South Korean Won KRW - Coinbase,0.0,Neutro
2024-09-09 07:00:00,"Bitcoin could reach $13 million in 21 years, says MicroStrategy's Michael Saylor - Yahoo Finance",0.0,Neutro
2024-09-09 07:00:00,Introducing The Bitcoin Report: A New Monthly Digest From Bitcoin Magazine Pro - Bitcoin Magazine,0.1364,Positivo (Comprar)
2024-09-09 07:00:00,MicroStrategy's Michael Saylor predicts bitcoin could hit $13 million by 2045: CNBC Crypto World - CNBC,0.0,Neutro
2024-09-09 07:00:00,Ledn's bitcoin lending business 'exploded' due to new crypto ETFs: Co-founder Mauricio Di Bartolomeo - CNBC,0.0057,Neutro
2024-09-09 07:00:00,"Bitcoin rebounds from its worst week in more than a year, jumping above $57,000 - CNBC",-0.1667,Negativo (Vender)
2024-09-09 07:00:00,Rate cuts are here – Is Bitcoin set to surge? - Moomoo,0.0,Neutro
2024-09-10 07:00:00,NEWS: Bitcoin-related fraud rises in El Salvador – despite low cryptocurrency uptake - AML Intelligence,0.0,Neutro
2024-09-10 07:00:00,2023 Cryptocurrency Fraud Report Released - fbi.gov,0.0,Neutro
2024-09-10 07:00:00,Bitcoin miners got kicked out of China. Now they're sucking America dry. - Business Insider,-0.0667,Neutro
2024-09-10 07:00:00,The bitcoin ATM has emerged as one of cryptocurrency’s biggest threats - The Digital Banker,0.0,Neutro
2024-09-10 07:00:00,How To Give Cryptocurrency As A Gift - Bankrate,0.0,Neutro
2024-09-10 07:00:00,What Are The Challenges Ahead for Bitcoin? - Ledger,0.0,Neutro
2024-09-10 07:00:00,"Bitcoin Falls Below $60,000. Here's Why I'm Still Riding the Cryptocurrency Roller Coaster. - Yahoo Finance",0.0,Neutro
2024-09-10 14:14:36,Litecoin: A Comprehensive Guide to the Silver to Bitcoin's Gold - Indiana Daily Student,0.0,Neutro
2024-09-11 07:00:00,Where Will Bitcoin Be in 3 Years? - The Motley Fool,0.6,Positivo (Comprar)
2024-09-11 07:00:00,Police: Evansville lost nearly $240k to 'Bitcoin ATM' scams since 2023 - Courier & Press,0.1,Neutro
2024-09-11 07:00:00,"Bitcoin could soon hit six figures regardless of who wins U.S. election, investors say - CNBC",0.3,Positivo (Comprar)
2024-09-11 07:00:00,CleanSpark buys seven bitcoin mining facilities in Tennessee for $30 million - The Block,0.0,Neutro
2024-09-11 07:00:00,Bitcoin Vaults And The Future Of Bitcoin Custody - Bitcoin Magazine,0.0,Neutro
2024-09-11 07:00:00,Bitcoin Mining Difficulty Hits Record With Pressure Mounting on Profit Margins - Bloomberg,0.0,Neutro
2024-09-11 07:00:00,Bitcoin price fell as the presidential debate began - Axios,0.0,Neutro
2024-09-11 07:00:00,The World’s Biggest Bitcoin Mine Is Rattling This Texas Oil Town - WIRED,0.0,Neutro
2024-09-11 07:00:00,Opinion: Bitcoin is 29% overvalued. Here’s where it will be trading in 2140. - MarketWatch,0.0,Neutro
2024-09-12 07:00:00,Mining New Bitcoin Is More Difficult Than Ever. Here's How it Could Impact BTC Prices - Yahoo Finance,0.0455,Neutro
2024-09-12 07:00:00,Leverage in the Bitcoin Market Is Increasing Again as $58.5K Becomes Key Level - Yahoo Finance,0.0,Neutro
2024-09-12 07:00:00,Power plant expansion tied to Bitcoin mining faces backlash in rural Hood County - The Texas Tribune,0.0,Neutro
2024-09-12 07:00:00,Day trading crypto: 9 essential things to know before starting to buy and sell - Bankrate,0.0,Neutro
2024-09-13 07:00:00,Bitcoin Miners Plot Lucrative Pivot To AI. They Have A Big Edge. - Investor's Business Daily,0.0,Neutro
2024-09-13 07:00:00,7 of the Biggest Bitcoin Crashes in History - Yahoo Finance,0.0,Neutro
2024-09-13 07:00:00,"JPMorgan CEO Jamie Dimon Said He'd 'Fire In A Second' Anyone Caught Trading Bitcoin When It Was At $4,000. - Yahoo Finance",0.0,Neutro
2024-09-13 07:00:00,"MicroStrategy continues bitcoin buying spree, lifting holdings to $9.45 bln - Reuters",0.0,Neutro
2024-09-13 07:00:00,MicroStrategy stock pops 8% after company ups bitcoin holdings to $14.6 billion - CNBC,0.0,Neutro
2024-09-13 07:00:00,Prediction: Bitcoin Is Going to Make Big Moves Before Its Next Halving in 2028. Here Are 3 Potential Scenarios - The Motley Fool,0.15,Positivo (Comprar)
2024-09-14 07:00:00,"Bitcoin network hits record level of power, but falling profits push miners to AI - CNBC",0.0,Neutro
2024-09-16 07:00:00,North Texas welcomes new cryptocurrency investment. Residents say the cost is high - Fort Worth Report,0.1988,Positivo (Comprar)
2024-09-16 07:00:00,Bitcoin’s dominance over altcoins. - Kaiko - Research,0.0,Neutro
2024-09-17 07:00:00,3 Ways Bitcoin Could Impact The U.S. Economy - Forbes,0.0,Neutro
2024-09-17 07:00:00,Bitcoin jumps while Dow falls ahead of the Fed’s interest-rate decision - MarketWatch,0.0,Neutro
2024-09-17 07:00:00,Supporting The Unsung Heroes Of Bitcoin: The Imperative Of Funding Open-Source Developers - Ark Invest,0.25,Positivo (Comprar)
2024-09-17 07:00:00,Bhutan Reveals Fourth-Largest Government Bitcoin Holdings Worth $750M - Yahoo Finance,0.3,Positivo (Comprar)
2024-09-18 07:00:00,Trump Buys Burgers With Bitcoin at NYC Crypto Hangout PubKey - Yahoo Finance,0.0,Neutro
2024-09-18 07:00:00,Trump becomes first president to pay in Bitcoin: ‘Very easy’ - New York Post,0.3166,Positivo (Comprar)
2024-09-18 07:00:00,"Bitcoin Price Climbs Toward $61,000 After Fed Cuts Interest Rates - Investopedia",0.0,Neutro
2024-09-18 07:00:00,That Time Donald Trump Walked Into a Bar and Bought a Round Using Bitcoin - WSJ,-0.2,Negativo (Vender)
2024-09-18 07:00:00,BlackRock's new bitcoin paper outlines the cryptocurrency's qualities as 'unique' hedge against global risks - The Block,0.1705,Positivo (Comprar)
2024-09-19 07:00:00,Donald Trump Walks Into a (Bitcoin) Bar - Bloomberg,0.0,Neutro
2024-09-19 07:00:00,The Bitcoin bros who want to crowdfund a new country - BBC,0.1364,Positivo (Comprar)
2024-09-19 07:00:00,Better Buy: Bitcoin vs. Ethereum - The Motley Fool,0.55,Positivo (Comprar)
2024-09-19 07:00:00,'Uptober' Starts Early as Bitcoin Price Pump Smashes Short Positions - Decrypt,0.05,Neutro
2024-09-19 07:00:00,Trump visits crypto-themed bar in NYC - Fox Business,0.0,Neutro
2024-09-19 07:00:00,"Bitcoin's Price Tops $63,000 After Yesterday's Rate Cut. What's Next? - Investopedia",0.0,Neutro
2024-09-19 07:00:00,Maximizing Bitcoin per Share: A New Corporate Strategy - CoinDesk,0.0682,Neutro
2024-09-19 07:00:00,"Spot Bitcoin ETFs: List, Fees & Explanation - Ledger",0.0,Neutro
2024-09-19 07:00:00,Bitcoin and crypto stocks rise after the Fed cuts rates by half a percentage point - CNBC,-0.1667,Negativo (Vender)
2024-09-20 07:00:00,"2 Stole $230 Million in Cryptocurrency and Went on a Spending Spree, U.S. Says (Published 2024) - The New York Times",0.1364,Positivo (Comprar)
2024-09-20 07:00:00,"'Kamala Harris presidency might be even better for Bitcoin,' say VanEck analysts - The Block",0.5,Positivo (Comprar)
2024-09-20 07:00:00,SEC approves BlackRock's spot bitcoin ETF options listing - Reuters,-0.1,Neutro
2024-09-21 07:00:00,Filmax Takes Global Rights to Raucous Spanish Comedy ‘Hotel Bitcoin’ (EXCLUSIVE) - Variety,-0.1,Neutro
2024-09-22 07:00:00,"Bitcoin Worth $63,000 Pulled In $33 Pack Of Trading Cards At GameStop: 'Mind-Boggling' Story Goes Viral, Highlights Crypto Redemption Card - Yahoo Finance",0.4,Positivo (Comprar)
2024-09-23 07:00:00,Forget Bitcoin: This Cryptocurrency Could Be Massively Lucrative - Nasdaq,0.0,Neutro
2024-09-23 07:00:00,Crypto-assets: Unfit for central bank reserves today - World Bank Blogs,0.0,Neutro
2024-09-23 07:00:00,Arthur Hayes says he was wrong on bearish Bitcoin stance: ‘let the good times roll’ - dlnews.com,0.1,Neutro
2024-09-23 07:00:00,Chinese Bitcoin Miners Retain 55% of Bitcoin Hashrate Despite Ban - Yahoo Finance,0.0,Neutro
2024-09-23 07:00:00,Bitcoin company buys Jackson-area land for development. It costs millions - The Clarion-Ledger,0.0,Neutro
2024-09-24 07:00:00,BlackRock Crypto Head Mitchnick Sees Bitcoin as ‘Risk-Off’ Asset - Bloomberg,0.0,Neutro
2024-09-24 07:00:00,Bitcoin Miners: The New Power Backbone of AI Data Centers - Data Center Knowledge,0.0182,Neutro
2024-09-24 07:00:00,Benchmark says MicroStrategy could soon generate yield by lending its bitcoin holdings - The Block,0.0,Neutro
2024-09-24 18:02:39,Bitcoin: A Global Liquidity Barometer - Lyn Alden - Investment Strategy,0.0,Neutro
2024-09-25 07:00:00,"Macquarie sets 'outperform’ ratings on MARA, Riot and other bitcoin mining stocks amid shift to AI and HPC infrastructure - The Block",-0.125,Negativo (Vender)
2024-09-25 07:00:00,Is Bitcoin a ‘risk-on’ asset? BlackRock says think again - dlnews.com,0.0,Neutro
2024-09-25 07:00:00,"If You Invested $1,000 In Bitcoin When Jamie Dimon Said He Would Fire Employees 'In A Second' For Holding BTC, Here's How Much You'd Have Today - Yahoo Finance",0.1,Neutro
2024-09-25 07:00:00,21Shares slashes fees of crypto basket and bitcoin and gold ETP - ETF Stream,0.0,Neutro
2024-09-25 07:00:00,Maricopa County officials warn of juror scam asking for payment in Bitcoin - AZ Family,0.0,Neutro
2024-09-26 07:00:00,Experts Weigh In on Coinbase-BlackRock “Paper Bitcoin” Spot ETF Rumors - Yahoo Finance,0.0,Neutro
2024-09-26 07:00:00,Is an ‘Uptober’ Bitcoin Price Rally Imminent? - unchainedcrypto.com,0.0,Neutro
2024-09-27 07:00:00,Swan Bitcoin Claims Ex-Employees 'Stole' Its Mining Business at Tether’s Direction - CoinDesk,0.0,Neutro
2024-09-27 07:00:00,Swan Bitcoin sues former staffer hired with Tether investment - Axios,0.0,Neutro
2024-10-01 07:00:00,From 2020 to 2024: Comparing Bitcoin’s Past Parabolic Surge to Today’s Market - 21Shares,-0.25,Negativo (Vender)
2024-10-01 07:00:00,"Bitcoin tumbles back toward $60,000 as tensions in the Middle East rise - CNBC",0.0,Neutro
2024-10-01 07:00:00,Swiss bunker protects millions in Bitcoin - Digital Watch Observatory,0.0,Neutro
2024-10-02 07:00:00,MARA Announces Bitcoin Production and Mining Operation Updates for September 2024 - MARA Holdings,0.0,Neutro
2024-10-03 07:00:00,The Most Important Difference Between Bitcoin And Crypto - Forbes,0.45,Positivo (Comprar)
2024-10-03 07:00:00,"Mystery creator of Bitcoin identified, new HBO documentary claims - politico.eu",0.0682,Neutro
2024-10-03 07:00:00,"Bitcoin may slide to $55,000. Its next move hinges on the U.S. jobs report and Middle East tensions. - MarketWatch",0.0,Neutro
2024-10-03 07:00:00,"Talen Energy Purchases TeraWulf’s Minority Share in Nautilus Cryptomine | Thu, 10/03/2024 - 16:05 - Talen Energy",0.0,Neutro
2024-10-03 15:34:48,TECH TUESDAY: SEC Approves First-of-Kind Options on Spot Bitcoin ETF (Nasdaq: IBIT) - Nasdaq,-0.1,Neutro
2024-10-04 07:00:00,Neighbors of Bitcoin Mine in Texas File Nuisance Lawsuit Over Noise Pollution - Inside Climate News,0.0,Neutro
2024-10-04 07:00:00,The Positive End To 2024 For Bitcoin - Bitcoin Magazine,0.2273,Positivo (Comprar)
2024-10-04 07:00:00,Satoshi holds $67bn in Bitcoin. Here’s a ranking of the other top holders - dlnews.com,0.1875,Positivo (Comprar)
2024-10-07 07:00:00,Core Scientific Announces September 2024 Production and Operations Updates - Core Scientific,0.0,Neutro
2024-10-07 07:00:00,Cryptoverse: Bored bitcoin seeks direction after big bang - Reuters,-0.25,Negativo (Vender)
2024-10-07 07:00:00,Grammy-Nominated Rapper Logic Invested $6M In Bitcoin Nearly 4 Years Ago: This Is How Much His Stash Would Be Worth Today - Yahoo Finance,0.2,Positivo (Comprar)
2024-10-07 07:00:00,Getting to know the leading candidates to be named as Bitcoin creator Satoshi Nakamoto by HBO - The Block,0.0,Neutro
2024-10-07 07:00:00,The quest to discover the creator of bitcoin - marketplace.org,0.0,Neutro
2024-10-08 07:00:00,Bitcoin Is Here To Stay As Institutional Support Grows - Forbes,0.0,Neutro
2024-10-08 07:00:00,Who Created Bitcoin? A New Documentary Claims to Have Solved 'Greatest Question of the Internet Age' - People.com,0.3788,Positivo (Comprar)
2024-10-08 07:00:00,How To Buy Bitcoin In 2025: What To Know Before You Invest - Business Insider,0.0,Neutro
2024-10-08 07:00:00,Has Bitcoin’s Elusive Creator Finally Been Unmasked? - The New Yorker,0.0682,Neutro
2024-10-08 07:00:00,"If You Invested $1000 in Bitcoin When Rap Legend Nas Sang That He Was 'Coin-Based, Basically Crypto-Currency Scarface,' Here's How Much You'd Have Today - Yahoo Finance",0.2,Positivo (Comprar)
2024-10-08 07:00:00,"Could Investing $1,000 in Bitcoin Make You a Millionaire? - Yahoo Finance",0.0,Neutro
2024-10-08 07:00:00,"Erin Lichy Clarifies Husband Abe ""Betrayed"" Her with Money Secret: ""Major Shock"" - Bravo",-0.1688,Negativo (Vender)
2024-10-08 07:00:00,Unmasking Bitcoin Creator Satoshi Nakamoto—Again - WIRED,0.0,Neutro
2024-10-09 07:00:00,What Is Bitcoin Mining? Understand The Meaning and Importance - Business Insider,0.0,Neutro
2024-10-09 07:00:00,“Cat and Mouse”: Cullen Hoback Confronts the Bitcoin Creator Mystery in ‘Money Electric’ - International Documentary Association,0.0,Neutro
2024-10-09 07:00:00,Former Bitcoin developer points out missing detail undermining HBO's claim that Peter Todd is Satoshi - The Block,-0.1,Neutro
2024-10-09 07:00:00,"69,000 Bitcoins Are Headed for the US Treasury—While the Agent Who Seized Them Is in Jail - WIRED",-0.1,Neutro
2024-10-09 07:00:00,El Salvador: Blueprint for the bitcoin economy - Digital Watch Observatory,0.0,Neutro
2024-10-09 07:00:00,Was bitcoin's mysterious creator a Canadian? A new HBO documentary says yes (maybe) - CBC,0.0455,Neutro
2024-10-09 07:00:00,"Peter Todd: I am not Bitcoin inventor, says man named in HBO film - BBC",0.0,Neutro
2024-10-09 07:00:00,Who is Bitcoin's Satoshi Nakamoto? We didn't find out last night - Axios,0.0,Neutro
2024-10-09 07:00:00,"Bitcoin creator is Peter Todd, HBO film says - politico.eu",0.0,Neutro
2024-10-09 07:00:00,Coinbase says unmasking Satoshi is a risk. Why naming Bitcoin’s creator no longer matters - dlnews.com,0.0,Neutro
2024-10-10 07:00:00,'The life lessons that help my bitcoin startup thrive' - Yahoo Finance UK,0.0,Neutro
2024-10-10 07:00:00,"Why Tho? Is my friend really hawking Bitcoin on Facebook, or has she been hacked? - OregonLive.com",0.2,Positivo (Comprar)
2024-10-10 07:00:00,Residents near Granbury file lawsuit against Bitcoin mining company - FOX 4 News Dallas-Fort Worth,0.2,Positivo (Comprar)
2024-10-10 07:00:00,Bitcoin in the sky with diamonds - Acadian Asset Management,0.0,Neutro
2024-10-10 07:00:00,How Much Bitcoin Does Satoshi Nakamoto Own? The Number Will Blow Your Mind - Yahoo Finance,0.4,Positivo (Comprar)
2024-10-10 07:00:00,Murad’s Memecoin Supercycle Thesis Is Bitcoin Aligned (And Hilarious) - Bitcoin Magazine,0.5,Positivo (Comprar)
2024-10-11 07:00:00,Bitcoin Futures Basis and Funding Rates Remain Relatively Muted Amidst Bullish Price Action - galaxy.com,0.05,Neutro
2024-10-11 07:00:00,Bitcoin Suisse at the cutting edge of bond issuance - TheBanker.com,-0.6,Negativo (Vender)
2024-10-11 07:00:00,"MicroStrategy eyes trillion-dollar valuation in bitcoin bank endgame, Michael Saylor tells Bernstein - The Block",0.0,Neutro
2024-10-11 07:00:00,Michael Saylor has big plans for MicroStrategy’s $16bn Bitcoin pile: ‘The end game is to be the leading Bitcoin bank’ - dlnews.com,-0.2,Negativo (Vender)
2024-10-11 07:00:00,What Do Bitcoin Miners Expect Next? - Bitcoin Magazine,0.0,Neutro
2024-10-12 08:52:27,Bitcoin: Ill-Gotten Gains - Vision.org,0.0,Neutro
2024-10-14 07:00:00,Kamala Harris Just Proved She Is The Worst Candidate For Bitcoin: NIKOLAUS - Bitcoin Magazine,-1.0,Negativo (Vender)
2024-10-14 07:00:00,Bitcoin’s Jump Is Boosting MicroStrategy and Other Crypto Stocks. Be Careful. - Barron's,-0.1125,Negativo (Vender)
2024-10-14 07:00:00,Bitcoin Bulls Are Rooting for Trump. What's at Stake This Election for Cryptos. - Barron's,0.0,Neutro
2024-10-15 07:00:00,Is Elon Musk selling Bitcoin? Tesla transfers all $760M of its BTC to unknown wallets. - Yahoo Finance,-0.1,Neutro
2024-10-15 07:00:00,Is Elon Musk Selling Bitcoin? Tesla Transfers All $760M of Its BTC to Unknown Wallets. - CoinDesk,-0.1,Neutro
2024-10-15 07:00:00,Bitcoin's Inverse Ties With Dollar Index Challenged as U.S. Election Looms - Yahoo Finance,0.0,Neutro
2024-10-15 07:00:00,President Harris Should Buy Bitcoin To Pay Black Americans Reparations - Bitcoin Magazine,-0.1667,Negativo (Vender)
2024-10-15 07:00:00,Man Sues Town for $647 Million Over Trashed Bitcoin Hard Drive - VICE,-0.2917,Negativo (Vender)
2024-10-16 07:00:00,"Tesla moves $765 million in Bitcoin to unknown wallets, putting Musk’s crypto plans in the spotlight - Fortune",-0.1,Neutro
2024-10-16 07:00:00,"If You Invested $1,000 In Bitcoin When Mark Cuban Said 'Throw The Hail Mary,' Here's How Much You'd Have Now - Yahoo Finance",0.2,Positivo (Comprar)
2024-10-16 07:00:00,Blockchain and Bloodshed: The Role of Cryptocurrencies in Terrorist Financing - The Soufan Center,-0.1,Neutro
2024-10-16 07:00:00,"Bitcoin (BTC) Approaches $70,000 With Speculators Eyeing Record Highs - Bloomberg",0.0,Neutro
2024-10-17 07:00:00,Bitcoin Mining 101: Understanding the Floor Hashprice - ETF Trends,0.0,Neutro
2024-10-17 07:00:00,"Historic bitcoin theft tied to Connecticut kidnapping, luxury cars, $500K bar bills - CNBC",0.0,Neutro
2024-10-17 07:00:00,"New ETF Offers Dual Exposure to Bitcoin, Gold - ETF.com",0.1182,Positivo (Comprar)
2024-10-17 07:00:00,Unique Implementation of Permanent Primary Deficits? - Federal Reserve Bank of Minneapolis,0.3875,Positivo (Comprar)
2024-10-17 07:00:00,The $1.3 trillion question we may never answer - Vox,0.0,Neutro
2024-10-18 07:00:00,Bitcoin is a $100 trillion idea that should be in every portfolio: Dylan LeClair - Fox Business,0.0,Neutro
2024-10-18 07:00:00,BlackRock's ETF chief says 75% of its bitcoin buyers are crypto fans new to Wall Street - CNBC,0.1364,Positivo (Comprar)
2024-10-18 07:00:00,"Tesla moves $765 million in Bitcoin to unknown wallets, putting Musk’s crypto plans in the spotlight - Yahoo Finance",-0.1,Neutro
2024-10-18 07:00:00,Book Review: Resistance Money: A Philosophical Case for Bitcoin - CFA Institute,0.0,Neutro
2024-10-18 07:00:00,Alleged Bitcoin hacker searched 'signs the FBI is after you' - BBC,-0.1,Neutro
2024-10-19 07:00:00,Should You Follow Billionaire Mark Cuban and Buy Bitcoin? - Yahoo Finance,0.0,Neutro
2024-10-19 07:00:00,Benefits and Risks of Trading Forex With Bitcoin - Investopedia,0.0,Neutro
2024-10-19 07:00:00,The Under-the-Radar Bull Case for Bitcoin: Lost Tokens - markets.businessinsider.com,0.0,Neutro
2024-10-19 07:31:01,Micron Stock Is Rising. Competition Fears Are Easing. - Barron's,0.0,Neutro
2024-10-20 07:00:00,Texans can now exchange cash for Bitcoin at convenience stores - Chron,0.0,Neutro
2024-10-21 07:00:00,SEC gives nod to options trading for spot bitcoin ETFs - InvestmentNews,-0.1,Neutro
2024-10-21 07:00:00,"In the Kentucky Mountains, a Bitcoin Mining Dream Turned Into a Nightmare - WIRED",0.0,Neutro
2024-10-21 07:00:00,"Tesla Quietly Transfers $765 Million In Bitcoin, Putting Musk's Cryptocurrency Strategy Under Intense Scrutiny Amid Market Concerns - Yahoo Finance",0.1,Neutro
2024-10-21 07:00:00,ECB authors argue Bitcoin could redistribute wealth to early holders. Ban it? - ledgerinsights.com,0.1,Neutro
2024-10-22 07:00:00,Financial and market risks of bitcoin adoption as legal tender: evidence from El Salvador - Nature,0.1,Neutro
2024-10-22 07:00:00,"$230 million crypto scam one of largest single victim thefts in history, prosecutors say - Courthouse News",-0.0732,Neutro
2024-10-22 07:00:00,Peter Todd Was ‘Unmasked’ as Bitcoin Creator Satoshi Nakamoto. Now He’s in Hiding - WIRED,0.0,Neutro
2024-10-22 07:00:00,Bitcoin Exchange River Financial Allowing Users to Earn BTC Interest on Cash Deposits - Yahoo Finance,0.0,Neutro
2024-10-22 07:00:00,US SEC gives green light for options listing for three spot bitcoin ETFs to NYSE - Reuters,0.0333,Neutro
2024-10-22 07:00:00,"Bitcoin Options Traders Eye $80,000 No Matter Who Wins US Election - Bloomberg",0.3,Positivo (Comprar)
2024-10-22 07:00:00,JPMorgan Boss Jamie Dimon Doubts Bitcoin's 21M Supply Cap Despite 5 Lines In Source Code Imposing The Hard Limit: 'You Guys All Believe That?' - Yahoo Finance,-0.2917,Negativo (Vender)
2024-10-23 07:00:00,Bitcoin miners launch ad campaign in swing states to boost crypto-friendly candidates - Fox Business,0.0,Neutro
2024-10-23 07:00:00,The Rise Of Bitcoin-Only Community And Event Hubs Around The World - Forbes,0.0,Neutro
2024-10-23 07:00:00,JPMorgan: Bitcoin miners have nine-month window to get AI data center deals - Data Center Dynamics,-0.1,Neutro
2024-10-24 07:00:00,"Chainlink Expands to Bitcoin, Helping Original Blockchain With Its Layer-2 Shift - CoinDesk",0.375,Positivo (Comprar)
2024-10-25 07:00:00,"Hard Assets to the Rescue: Gold, Bitcoin & Commodities - ETF Trends",-0.2917,Negativo (Vender)
2024-10-25 07:00:00,BRICS seen supercharging Bitcoin price as dollar dominance erodes - dlnews.com,0.0,Neutro
2024-10-25 07:00:00,Microsoft tells shareholders to reject call to invest corporate cash in Bitcoin - Fortune,0.0,Neutro
2024-10-25 07:00:00,Why Central Banks Might Consider Bitcoin As A Reserve Asset - Forbes,0.0,Neutro
2024-10-28 07:00:00,Bitcoin surge has advisors once again answering questions - InvestmentNews,0.0,Neutro
2024-10-28 07:00:00,Bitcoin Blackmail: Online Scammers Target Santa Barbara Residents - The Santa Barbara Independent,0.0,Neutro
2024-10-28 07:00:00,Is Bitcoin A Dangerous Economic Threat? Paper From University of Minnesota Professor Propose Heavy Taxation Or Outright Banning As A Solution (CORRECTED) - Yahoo Finance,-0.2,Negativo (Vender)
2024-10-28 07:00:00,加油比特币 Let’s Go Bitcoin. The Wharton business school celebrates… - Medium,0.0,Neutro
2024-10-28 07:00:00,Bitcoin Tops $70K for First Time in More Than Four Months - CoinDesk,0.375,Positivo (Comprar)
2024-10-28 07:00:00,Should You Trade Options on Spot Bitcoin ETFs? - Investopedia,0.0,Neutro
2024-10-28 07:00:00,"Bitcoin rises 3% after topping $73,000 for the first time since March - CNBC",0.25,Positivo (Comprar)
2024-11-01 07:00:00,I Did Basically Nothing And Got $500 In Bitcoin - Bitcoin Magazine,0.0,Neutro
2024-11-02 07:00:00,Hunt for Bitcoin's elusive creator Satoshi Nakamoto hits another dead-end - BBC,0.0,Neutro
2024-11-04 08:00:00,MARA Announces Bitcoin Production and Mining Operation Updates for October 2024 - MARA Holdings,0.0,Neutro
2024-11-04 08:00:00,Optimal Crypto Allocation for Portfolios - VanEck,0.0,Neutro
2024-11-05 08:00:00,Bitcoin smashes all time high on expected Trump victory - Fortune,0.03,Neutro
2024-11-05 08:00:00,Bitcoin sets a new all-time high on election night - Axios,0.1482,Positivo (Comprar)
2024-11-05 08:00:00,"Bitcoin surges 10% to a record above $76,000 as Trump victory heralds wider crypto adoption and weaker regulation - CNBC",0.0,Neutro
2024-11-06 08:00:00,"US shares, Bitcoin hit record high and dollar soars on Trump win - BBC",0.48,Positivo (Comprar)
2024-11-06 08:00:00,Here's what Trump promised the crypto industry ahead of the election - CNBC,0.0,Neutro
2024-11-06 08:00:00,"Stocks and bitcoin soar after Trump's victory, while inflation worries rise; Dow surges 1,200 - PBS",0.0,Neutro
2024-11-06 08:00:00,Trump’s win ignites a crypto frenzy that sends bitcoin to a record high - AP News,0.48,Positivo (Comprar)
2024-11-06 08:00:00,"Bitcoin reaches record high of $75,000 as traders bet on Trump victory - The Guardian",0.16,Positivo (Comprar)
2024-11-07 08:00:00,Jack Dorsey's Block to prioritize bitcoin mining and wind down decentralized tech arm TBD - The Block,-0.1556,Negativo (Vender)
2024-11-08 08:00:00,The large environmental consequences of bitcoin mining - LSE Blogs,0.2143,Positivo (Comprar)
